category,category_link,company,company_link,zone
AUTOMOBILE SPARE PARTS & ACCESSORIES,UFZOnlineDirectory.aspx?cat=AUTOMOBILE SPARE PARTS & ACCESSORIES,AL-ASSALA LANGUAGE COMPANY,UFZCompanyDetails.aspx?details=6290,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,AL-ATHAR TRADING FZCO,UFZCompanyDetails.aspx?details=8053,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,AL-ATHEB TRADING LIMITED COMPANY,UFZCompanyDetails.aspx?details=8054,JEBEL ALI FREE ZONE
SPORTS GOODS,UFZOnlineDirectory.aspx?cat=SPORTS GOODS,AL-AWQASS TRADING COMPANY,UFZCompanyDetails.aspx?details=6279,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,AL-BADYEA TRADING FZE,UFZCompanyDetails.aspx?details=8056,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,AL-BAREJ FOR BUILDING MATERIALS TRADING FZE,UFZCompanyDetails.aspx?details=8058,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,AL-BUNNIA TRADING CO.,UFZCompanyDetails.aspx?details=8059,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,AL-DAHWI TRADING COMPANY,UFZCompanyDetails.aspx?details=6005,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,AL-DIWAN UNITED TRADING & CONTRACTING CO - BR,UFZCompanyDetails.aspx?details=16617,AJMAN FREE ZONE
,UFZOnlineDirectory.aspx?cat=,AL-DRUBI & AL-ANBARI TRADING FZCO,UFZCompanyDetails.aspx?details=7866,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,AL-EBTIDA TRADING COMPANY,UFZCompanyDetails.aspx?details=7871,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,AL-ENSHAE TRADING COMPANY,UFZCompanyDetails.aspx?details=7872,JEBEL ALI FREE ZONE
GENERAL TRADING,UFZOnlineDirectory.aspx?cat=GENERAL TRADING,AL-ERTAQA TRADING COMAPNY,UFZCompanyDetails.aspx?details=6226,JEBEL ALI FREE ZONE
AUTOMOBILE SPARE PARTS & ACCESSORIES,UFZOnlineDirectory.aspx?cat=AUTOMOBILE SPARE PARTS & ACCESSORIES,AL-FAHAD TRADING FZCO,UFZCompanyDetails.aspx?details=3295,JEBEL ALI FREE ZONE
GENERAL TRADING,UFZOnlineDirectory.aspx?cat=GENERAL TRADING,AL-FAJER TRADING FZCO,UFZCompanyDetails.aspx?details=6175,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,AL-FALAK SYSTEMS SOLUTIONS & CONSULTING,UFZCompanyDetails.aspx?details=12784,DUBAI INTERNET CITY
"ELECTRONIC APPLIANCES, EQUIPMENT & DEALERS","UFZOnlineDirectory.aspx?cat=ELECTRONIC APPLIANCES, EQUIPMENT & DEALERS",AL-FARAH COMPUTER COMPANY,UFZCompanyDetails.aspx?details=663,JEBEL ALI FREE ZONE
PETROLEUM & PETROLEUM PRODUCTS,UFZOnlineDirectory.aspx?cat=PETROLEUM & PETROLEUM PRODUCTS,AL-FARNAS PETROLEUM FZE,UFZCompanyDetails.aspx?details=6803,HAMRIYAH FREE ZONE
GENERAL TRADING,UFZOnlineDirectory.aspx?cat=GENERAL TRADING,AL-FAWZ CO.,UFZCompanyDetails.aspx?details=3414,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,AL-FIRDOZ FZ-LLC,UFZCompanyDetails.aspx?details=13998,RAKIA
,UFZOnlineDirectory.aspx?cat=,AL-FURAT FZE,UFZCompanyDetails.aspx?details=10840,JEBEL ALI FREE ZONE
AUTOMOBILE SPARE PARTS & ACCESSORIES,UFZOnlineDirectory.aspx?cat=AUTOMOBILE SPARE PARTS & ACCESSORIES,AL-GAHRY TRADING FZCO,UFZCompanyDetails.aspx?details=5602,JEBEL ALI FREE ZONE
GENERAL TRADING,UFZOnlineDirectory.aspx?cat=GENERAL TRADING,AL-GHADBAN GENERAL TRADING COMPANY,UFZCompanyDetails.aspx?details=3326,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,AL-GHADBAN JEWELLERY TRADING COMPANY,UFZCompanyDetails.aspx?details=8060,JEBEL ALI FREE ZONE
EXHIBITION,UFZOnlineDirectory.aspx?cat=EXHIBITION,AL-HADER EXHIBITIONS,UFZCompanyDetails.aspx?details=12503,OUTSIDE
EXHIBITION,UFZOnlineDirectory.aspx?cat=EXHIBITION,AL-HADER EXHIBITIONS,UFZCompanyDetails.aspx?details=12504,OUTSIDE
GENERAL TRADING,UFZOnlineDirectory.aspx?cat=GENERAL TRADING,AL-HAMAMY TRADING FZCO,UFZCompanyDetails.aspx?details=3329,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,AL-HARTH TRADING FZCO,UFZCompanyDetails.aspx?details=6293,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,AL-HASHEMI AUTOMOBILES FZD,UFZCompanyDetails.aspx?details=12257,DUBAI AUTO ZONE
,UFZOnlineDirectory.aspx?cat=,AL-HATTAB FACTORY,UFZCompanyDetails.aspx?details=12096,TECHNOPARK
GENERAL TRADING,UFZOnlineDirectory.aspx?cat=GENERAL TRADING,AL-HIKMA FZCO,UFZCompanyDetails.aspx?details=6268,JEBEL ALI FREE ZONE
FOOD PRODUCTS - TRADERS & MANUFACTURERS,UFZOnlineDirectory.aspx?cat=FOOD PRODUCTS - TRADERS & MANUFACTURERS,AL-HOSAM 2 TRADING FZCO,UFZCompanyDetails.aspx?details=3727,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,AL-IDRAK TRADING LIMITED COMPANY,UFZCompanyDetails.aspx?details=8070,JEBEL ALI FREE ZONE
GENERAL TRADING,UFZOnlineDirectory.aspx?cat=GENERAL TRADING,AL-JABRIYAH ROCKS FZE,UFZCompanyDetails.aspx?details=7362,FUJAIRAH FREE ZONE
GENERAL TRADING,UFZOnlineDirectory.aspx?cat=GENERAL TRADING,AL-JAR TRADING FZCO,UFZCompanyDetails.aspx?details=3297,JEBEL ALI FREE ZONE
GENERAL TRADING,UFZOnlineDirectory.aspx?cat=GENERAL TRADING,AL-JAZEERA TRADING (JTC) FZCO,UFZCompanyDetails.aspx?details=1139,JEBEL ALI FREE ZONE
GENERAL TRADING,UFZOnlineDirectory.aspx?cat=GENERAL TRADING,AL-JUMMAR TRADING COMPANY,UFZCompanyDetails.aspx?details=3301,JEBEL ALI FREE ZONE
ELECTRICAL EQUIPMENT & RELATED ACCESSORIES,UFZOnlineDirectory.aspx?cat=ELECTRICAL EQUIPMENT & RELATED ACCESSORIES,AL-JWEAR TRADING FZCO,UFZCompanyDetails.aspx?details=626,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,AL-KAMOUS ALTHAHABI TRADING COMPANY,UFZCompanyDetails.aspx?details=8071,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,AL-KAMOUS RAK INDUSTRY & TRADE COMPANY (L.L.C.),UFZCompanyDetails.aspx?details=15272,RAKIA
,UFZOnlineDirectory.aspx?cat=,AL-KHASHAAB TRADING FZCO,UFZCompanyDetails.aspx?details=6271,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,AL-KHIUL AL-SARE'EA TRADING COMPANY,UFZCompanyDetails.aspx?details=8072,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,AL-MAHARA TRADING FZCO,UFZCompanyDetails.aspx?details=10837,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,AL-MAHARA TRDING FZCO,UFZCompanyDetails.aspx?details=8074,JEBEL ALI FREE ZONE
GENERAL TRADING,UFZOnlineDirectory.aspx?cat=GENERAL TRADING,AL-MAKAREM GENERAL TRADING COMPANY,UFZCompanyDetails.aspx?details=2466,JEBEL ALI FREE ZONE
AUTOMOBILE SPARE PARTS & ACCESSORIES,UFZOnlineDirectory.aspx?cat=AUTOMOBILE SPARE PARTS & ACCESSORIES,AL-MAMAAS TRADING FZCO,UFZCompanyDetails.aspx?details=6274,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,AL-MANSOUR TRADING FZCO,UFZCompanyDetails.aspx?details=8075,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,AL-MEINA'A -CONSULTANCY,UFZCompanyDetails.aspx?details=8076,JEBEL ALI FREE ZONE
AUTOMOBILE SPARE PARTS & ACCESSORIES,UFZOnlineDirectory.aspx?cat=AUTOMOBILE SPARE PARTS & ACCESSORIES,AL-MENSR AL-THAHABY FZCO,UFZCompanyDetails.aspx?details=3290,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,AL-MIRBED TRADING FZCO,UFZCompanyDetails.aspx?details=8067,JEBEL ALI FREE ZONE
GENERAL TRADING,UFZOnlineDirectory.aspx?cat=GENERAL TRADING,AL-MOAJAM GENERAL TRADING,UFZCompanyDetails.aspx?details=3314,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,AL-MOAJAM TRADING LIMITED,UFZCompanyDetails.aspx?details=8068,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,AL-MOAMEL TRADING FZCO,UFZCompanyDetails.aspx?details=6007,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,AL-MOHANDIS EQUIPMENTS FZCO,UFZCompanyDetails.aspx?details=8078,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,AL-MUKAFAA TRADING FZE,UFZCompanyDetails.aspx?details=8079,JEBEL ALI FREE ZONE
AUTOMOBILE SPARE PARTS & ACCESSORIES,UFZOnlineDirectory.aspx?cat=AUTOMOBILE SPARE PARTS & ACCESSORIES,AL-MUNA TRADING FZCO,UFZCompanyDetails.aspx?details=5604,JEBEL ALI FREE ZONE
GENERAL TRADING,UFZOnlineDirectory.aspx?cat=GENERAL TRADING,AL-MWANAA AL-DAFFIA TRADING COMPANY,UFZCompanyDetails.aspx?details=5058,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,AL-NA AMA TRADING GROUP COMPANY,UFZCompanyDetails.aspx?details=8048,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,AL-NABOODAH CARGO CENTRE LLC,UFZCompanyDetails.aspx?details=7759,OUTSIDE
,UFZOnlineDirectory.aspx?cat=,AL-NAFEA FZCO,UFZCompanyDetails.aspx?details=8080,JEBEL ALI FREE ZONE
GENERAL TRADING,UFZOnlineDirectory.aspx?cat=GENERAL TRADING,AL-NAHI TRADING FZCO,UFZCompanyDetails.aspx?details=6206,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,AL-NAZEER NIPPON CHEMICALS INC. - F.Z.E,UFZCompanyDetails.aspx?details=16622,AJMAN FREE ZONE
ELECTRICAL EQUIPMENT & RELATED ACCESSORIES,UFZOnlineDirectory.aspx?cat=ELECTRICAL EQUIPMENT & RELATED ACCESSORIES,AL-NOOR AL-BAHER TRADING COMPANY,UFZCompanyDetails.aspx?details=6163,JEBEL ALI FREE ZONE
HEAVY EQUIPMENT & MACHINERY,UFZOnlineDirectory.aspx?cat=HEAVY EQUIPMENT & MACHINERY,AL-NOOR GENERAL DECORATION ITEMS TRADING COMPANY,UFZCompanyDetails.aspx?details=6287,JEBEL ALI FREE ZONE
"ELECTRONIC APPLIANCES, EQUIPMENT & DEALERS","UFZOnlineDirectory.aspx?cat=ELECTRONIC APPLIANCES, EQUIPMENT & DEALERS",AL-NOORAN COMMERCIAL GROUP COMPANY,UFZCompanyDetails.aspx?details=6260,JEBEL ALI FREE ZONE
AUTOMOBILE SPARE PARTS & ACCESSORIES,UFZOnlineDirectory.aspx?cat=AUTOMOBILE SPARE PARTS & ACCESSORIES,AL-NSOOR FZCO,UFZCompanyDetails.aspx?details=6177,JEBEL ALI FREE ZONE
HEAVY EQUIPMENT & MACHINERY,UFZOnlineDirectory.aspx?cat=HEAVY EQUIPMENT & MACHINERY,AL-NUKHBA AL-ARABIA TRADING FZCO,UFZCompanyDetails.aspx?details=6228,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,AL-QABAS GENERAL TRADING COMPANY,UFZCompanyDetails.aspx?details=6207,JEBEL ALI FREE ZONE
GENERAL TRADING,UFZOnlineDirectory.aspx?cat=GENERAL TRADING,AL-QETHARA TRADING COMPANY,UFZCompanyDetails.aspx?details=3327,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,AL-RAFAEI TRADING COMPANY,UFZCompanyDetails.aspx?details=8083,JEBEL ALI FREE ZONE
GENERAL TRADING,UFZOnlineDirectory.aspx?cat=GENERAL TRADING,AL-RAKEEM TRADING COMPANY,UFZCompanyDetails.aspx?details=6243,JEBEL ALI FREE ZONE
FOOD PRODUCTS - TRADERS & MANUFACTURERS,UFZOnlineDirectory.aspx?cat=FOOD PRODUCTS - TRADERS & MANUFACTURERS,AL-RAMAHI & PARTNERS FZCO,UFZCompanyDetails.aspx?details=4726,JEBEL ALI FREE ZONE
PHARMACEUTICAL & PHARMACEUTICAL PRODUCTS,UFZOnlineDirectory.aspx?cat=PHARMACEUTICAL & PHARMACEUTICAL PRODUCTS,AL-ROWA TRADING COMPANY,UFZCompanyDetails.aspx?details=2953,JEBEL ALI FREE ZONE
"ELECTRONIC APPLIANCES, EQUIPMENT & DEALERS","UFZOnlineDirectory.aspx?cat=ELECTRONIC APPLIANCES, EQUIPMENT & DEALERS",AL-SAKAA TRADING COMPANY,UFZCompanyDetails.aspx?details=6195,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,AL-SAQER AL-ABYAD TRADING FZCO,UFZCompanyDetails.aspx?details=8084,JEBEL ALI FREE ZONE
OFFICE EQUIPMENT & SUPPLIES,UFZOnlineDirectory.aspx?cat=OFFICE EQUIPMENT & SUPPLIES,AL-SARRAI AL-ZAIN TRADING COMPANY,UFZCompanyDetails.aspx?details=3640,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,AL-SEERA TRADING FZCO,UFZCompanyDetails.aspx?details=8085,JEBEL ALI FREE ZONE
AUTOMOBILE SPARE PARTS & ACCESSORIES,UFZOnlineDirectory.aspx?cat=AUTOMOBILE SPARE PARTS & ACCESSORIES,AL-SHAHAMA AL-ARABYA TRADING COMPANY,UFZCompanyDetails.aspx?details=3089,JEBEL ALI FREE ZONE
AUTOMOBILE SPARE PARTS & ACCESSORIES,UFZOnlineDirectory.aspx?cat=AUTOMOBILE SPARE PARTS & ACCESSORIES,AL-SHARQIA TRADING FZCO,UFZCompanyDetails.aspx?details=5622,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,AL-SHAYE R. F TRADING FZCO,UFZCompanyDetails.aspx?details=8086,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,AL-SHERAA TRADING FZCO,UFZCompanyDetails.aspx?details=8087,JEBEL ALI FREE ZONE
GENERAL TRADING,UFZOnlineDirectory.aspx?cat=GENERAL TRADING,AL-SILHAM TRADING COMPANY,UFZCompanyDetails.aspx?details=3311,OUTSIDE
,UFZOnlineDirectory.aspx?cat=,AL-SUFSAF TREE TRADING COMPANY,UFZCompanyDetails.aspx?details=8088,JEBEL ALI FREE ZONE
AUTOMOBILE SPARE PARTS & ACCESSORIES,UFZOnlineDirectory.aspx?cat=AUTOMOBILE SPARE PARTS & ACCESSORIES,AL-TAHSEEN TRADING FZCO,UFZCompanyDetails.aspx?details=3581,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,AL-TALEED TRADING COMPANY.,UFZCompanyDetails.aspx?details=6259,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,AL-TARF TRADING FZE,UFZCompanyDetails.aspx?details=13461,RAK FREE TRADE ZONE
AUTOMOBILE SPARE PARTS & ACCESSORIES,UFZOnlineDirectory.aspx?cat=AUTOMOBILE SPARE PARTS & ACCESSORIES,AL-TERAZ AL-RAFEE TRADING FZCO,UFZCompanyDetails.aspx?details=6008,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,AL-YONANI ESTABLISHMENT - F.Z.E,UFZCompanyDetails.aspx?details=16628,AJMAN FREE ZONE
AUTOMOBILE SPARE PARTS & ACCESSORIES,UFZOnlineDirectory.aspx?cat=AUTOMOBILE SPARE PARTS & ACCESSORIES,AL-YOSIF TRADING FZCO,UFZCompanyDetails.aspx?details=2393,JEBEL ALI FREE ZONE
BUILDING & CONSTRUCTION MATERIALS,UFZOnlineDirectory.aspx?cat=BUILDING & CONSTRUCTION MATERIALS,AL-ZANBAQA TRADING COMPANY,UFZCompanyDetails.aspx?details=5605,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,ALA INTERNATIONAL (FZE),UFZCompanyDetails.aspx?details=9341,SAIF-ZONE
,UFZOnlineDirectory.aspx?cat=,ALAA AL HASHIMI FZ-LLC,UFZCompanyDetails.aspx?details=14980,RAKIA
,UFZOnlineDirectory.aspx?cat=,ALADA COMPANY NETWORK (FZE),UFZCompanyDetails.aspx?details=9342,SAIF-ZONE
,UFZOnlineDirectory.aspx?cat=,ALADDIN INDUSTRIES (FZC),UFZCompanyDetails.aspx?details=13246,SAIF-ZONE
SALOONS,UFZOnlineDirectory.aspx?cat=SALOONS,ALAIN & MILAD SALON,UFZCompanyDetails.aspx?details=4818,DUBAI MEDIA CITY
,UFZOnlineDirectory.aspx?cat=,ALAIN CEMENT & MARBLE INDUSTRIES FZ-LLC,UFZCompanyDetails.aspx?details=15271,RAKIA
,UFZOnlineDirectory.aspx?cat=,ALAM AFGHAN MOTORS FZD,UFZCompanyDetails.aspx?details=12352,DUBAI AUTO ZONE
,UFZOnlineDirectory.aspx?cat=,ALAM EL-SOFTWARE AND COMPUTER,UFZCompanyDetails.aspx?details=8051,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,ALAM STEEL,UFZCompanyDetails.aspx?details=7767,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,ALAMIS DECOR CONTRACTING,UFZCompanyDetails.aspx?details=15499,OUTSIDE
COMMUNICATION EQUIPMENT & SYSTEMS,UFZOnlineDirectory.aspx?cat=COMMUNICATION EQUIPMENT & SYSTEMS,ALAN DICK MIDDLE EAST,UFZCompanyDetails.aspx?details=2727,JEBEL ALI FREE ZONE
COMPUTER PARTS & ACCESSORIES,UFZOnlineDirectory.aspx?cat=COMPUTER PARTS & ACCESSORIES,ALAN INTERNATIONAL FZCO,UFZCompanyDetails.aspx?details=2053,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,ALAN TRADING COMPANY,UFZCompanyDetails.aspx?details=8052,JEBEL ALI FREE ZONE
PETROLEUM & PETROLEUM PRODUCTS,UFZOnlineDirectory.aspx?cat=PETROLEUM & PETROLEUM PRODUCTS,ALASKA INTERNATIONAL FZC,UFZCompanyDetails.aspx?details=6801,HAMRIYAH FREE ZONE
,UFZOnlineDirectory.aspx?cat=,ALAWI FZCO,UFZCompanyDetails.aspx?details=8055,JEBEL ALI FREE ZONE
GARMENTS - TRADERS & MANUFACTURERS,UFZOnlineDirectory.aspx?cat=GARMENTS - TRADERS & MANUFACTURERS,ALAWI TRADING FZCO,UFZCompanyDetails.aspx?details=6182,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,ALBA ENGINEERING AND MANAGEMENT SERVICES AND TRADE FZCO,UFZCompanyDetails.aspx?details=11336,DUBAI AIRPORT FREEZONE
WRITING INSTRUMENTS & ACCESSORIES,UFZOnlineDirectory.aspx?cat=WRITING INSTRUMENTS & ACCESSORIES,ALBA SRL,UFZCompanyDetails.aspx?details=2750,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,ALBADAMI - F.Z.E,UFZCompanyDetails.aspx?details=16456,AJMAN FREE ZONE
,UFZOnlineDirectory.aspx?cat=,ALBARAKAH TRADE-LINK (UAE) - (BARAKAH PLANT),UFZCompanyDetails.aspx?details=8057,JEBEL ALI FREE ZONE
INDUSTRIAL EQUIPMENT & MACHINERY,UFZOnlineDirectory.aspx?cat=INDUSTRIAL EQUIPMENT & MACHINERY,ALBARAKAH TRADE-LINK (UAE) - (BARAKAH PLANT),UFZCompanyDetails.aspx?details=1128,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,ALBATROS HOLDING (FZC),UFZCompanyDetails.aspx?details=9343,SAIF-ZONE
,UFZOnlineDirectory.aspx?cat=,ALBATROSS (FZC),UFZCompanyDetails.aspx?details=13344,SAIF-ZONE
,UFZOnlineDirectory.aspx?cat=,ALBAYT MEDICAL FZCO,UFZCompanyDetails.aspx?details=11813,DUBAI AIRPORT FREEZONE
,UFZOnlineDirectory.aspx?cat=,ALBEMARLE MIDDLE EAST FZE,UFZCompanyDetails.aspx?details=11400,DUBAI AIRPORT FREEZONE
,UFZOnlineDirectory.aspx?cat=,ALBERT & GRAFT TRADING LIMITED,UFZCompanyDetails.aspx?details=491,SAIF-ZONE
PRODUCTION,UFZOnlineDirectory.aspx?cat=PRODUCTION,ALBIS GULF FZCO,UFZCompanyDetails.aspx?details=1434,JEBEL ALI FREE ZONE
AUTOMOBILE SPARE PARTS & ACCESSORIES,UFZOnlineDirectory.aspx?cat=AUTOMOBILE SPARE PARTS & ACCESSORIES,ALBU FAHD TRADING COMPANY,UFZCompanyDetails.aspx?details=2298,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,ALBWARDY INVESTMENT,UFZCompanyDetails.aspx?details=15032,RAKIA
,UFZOnlineDirectory.aspx?cat=,ALCAD MIDDLE EAST FZE,UFZCompanyDetails.aspx?details=11671,DUBAI AIRPORT FREEZONE
METAL & METAL PRODUCTS,UFZOnlineDirectory.aspx?cat=METAL & METAL PRODUCTS,ALCAN INTERNATIONAL NETWORK GULF LIMITED,UFZCompanyDetails.aspx?details=2587,JEBEL ALI FREE ZONE
PRODUCTION,UFZOnlineDirectory.aspx?cat=PRODUCTION,ALCHEMY FZ LLC,UFZCompanyDetails.aspx?details=2406,DUBAI MEDIA CITY
CHEMICALS & CHEMICAL PRODUCTS,UFZOnlineDirectory.aspx?cat=CHEMICALS & CHEMICAL PRODUCTS,ALCHEMY FZE,UFZCompanyDetails.aspx?details=517,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,ALCHEMY INTERNATIONAL (FZC),UFZCompanyDetails.aspx?details=9344,SAIF-ZONE
,UFZOnlineDirectory.aspx?cat=,ALCHEMY RECRUITMENT LIMITED (BRANCH),UFZCompanyDetails.aspx?details=12037,DUBAI SILICON OASIS
ARCHITECTURAL HARDWARE ACCESSORIES,UFZOnlineDirectory.aspx?cat=ARCHITECTURAL HARDWARE ACCESSORIES,ALCOA BCS MIDDLE EAST FZE,UFZCompanyDetails.aspx?details=6250,JEBEL ALI FREE ZONE
TELECOMMUNICATION EQUIPMENT & SYSTEMS,UFZOnlineDirectory.aspx?cat=TELECOMMUNICATION EQUIPMENT & SYSTEMS,ALCON MIDDLE EAST,UFZCompanyDetails.aspx?details=6282,JEBEL ALI FREE ZONE
TELECOMMUNICATION EQUIPMENT & SYSTEMS,UFZOnlineDirectory.aspx?cat=TELECOMMUNICATION EQUIPMENT & SYSTEMS,ALCON MIDDLE EAST,UFZCompanyDetails.aspx?details=6283,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,ALDER INTERNATIONAL AGENCY CORP. (BRANCH),UFZCompanyDetails.aspx?details=16190,DUBAI SILICON OASIS
,UFZOnlineDirectory.aspx?cat=,ALDERLEY COATINGS A.C.L. FZCO,UFZCompanyDetails.aspx?details=7864,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,ALDERLEY COATINGS A.C.L. FZCO,UFZCompanyDetails.aspx?details=7865,JEBEL ALI FREE ZONE
INDUSTRIAL EQUIPMENT & MACHINERY,UFZOnlineDirectory.aspx?cat=INDUSTRIAL EQUIPMENT & MACHINERY,ALDERLEY FZE,UFZCompanyDetails.aspx?details=979,JEBEL ALI FREE ZONE
OILFIELD EQUIPMENT & PARTS,UFZOnlineDirectory.aspx?cat=OILFIELD EQUIPMENT & PARTS,ALDERLEY SYSTEMS,UFZCompanyDetails.aspx?details=980,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,ALDES MIDDLE EAST (FZE),UFZCompanyDetails.aspx?details=530,SAIF-ZONE
,UFZOnlineDirectory.aspx?cat=,ALE INTERNATIONAL FZE,UFZCompanyDetails.aspx?details=14790,RAKIA
,UFZOnlineDirectory.aspx?cat=,ALE INTERNATIONAL L.L.C,UFZCompanyDetails.aspx?details=12610,OUTSIDE
METAL & METAL PRODUCTS,UFZOnlineDirectory.aspx?cat=METAL & METAL PRODUCTS,ALEES STEEL FZC,UFZCompanyDetails.aspx?details=6802,HAMRIYAH FREE ZONE
,UFZOnlineDirectory.aspx?cat=,ALEMANYA FZ-LLC,UFZCompanyDetails.aspx?details=5283,DUBAI MEDIA CITY
,UFZOnlineDirectory.aspx?cat=,ALES FZCO,UFZCompanyDetails.aspx?details=7775,DUBAI AIRPORT FREEZONE
,UFZOnlineDirectory.aspx?cat=,ALES FZCO,UFZCompanyDetails.aspx?details=7777,DUBAI AIRPORT FREEZONE
AUTOMOBILE SPARE PARTS & ACCESSORIES,UFZOnlineDirectory.aspx?cat=AUTOMOBILE SPARE PARTS & ACCESSORIES,ALEX INTERNATIONAL FZCO,UFZCompanyDetails.aspx?details=5394,JEBEL ALI FREE ZONE
GENERAL TRADING,UFZOnlineDirectory.aspx?cat=GENERAL TRADING,ALEXIS INTERNATIONAL FZE,UFZCompanyDetails.aspx?details=3359,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,ALFA AIRLINES SD (FZE),UFZCompanyDetails.aspx?details=15579,SAIF-ZONE
CHEMICALS & CHEMICAL PRODUCTS,UFZOnlineDirectory.aspx?cat=CHEMICALS & CHEMICAL PRODUCTS,ALFA CHEM CO.,UFZCompanyDetails.aspx?details=2819,JEBEL ALI FREE ZONE
,UFZOnlineDirectory.aspx?cat=,ALFA ENERGO TRADING FZ LLC,UFZCompanyDetails.aspx?details=15430,RAKIA
,UFZOnlineDirectory.aspx?cat=,ALFA FINANCIAL SERVICES (FZE),UFZCompanyDetails.aspx?details=15580,SAIF-ZONE
,UFZOnlineDirectory.aspx?cat=,ALFA GROUP FZ-LLC,UFZCompanyDetails.aspx?details=14127,RAKIA
PROMOTION,UFZOnlineDirectory.aspx?cat=PROMOTION,ALFA GROUP FZC,UFZCompanyDetails.aspx?details=276,FUJAIRAH FREE ZONE
,UFZOnlineDirectory.aspx?cat=,ALFA METAL INDUSTRIES FZ-LLC,UFZCompanyDetails.aspx?details=13948,RAKIA
,UFZOnlineDirectory.aspx?cat=,ALFAIN PHOTOCOPY CENTRE (FZE),UFZCompanyDetails.aspx?details=9345,SAIF-ZONE
,UFZOnlineDirectory.aspx?cat=,ALFIRINSIAH BUILDING CONTRACTING FZE,UFZCompanyDetails.aspx?details=15033,RAKIA
,UFZOnlineDirectory.aspx?cat=,ALGORITHMS SOFTWARE MIDDLE EAST,UFZCompanyDetails.aspx?details=3971,DUBAI INTERNET CITY
GENERAL TRADING,UFZOnlineDirectory.aspx?cat=GENERAL TRADING,ALGOSAIBI TRADING SERVICES LIMITED,UFZCompanyDetails.aspx?details=1987,JEBEL ALI FREE ZONE
